0,transformer,259,3055,6
1,res18,289,854,6
2,res18,447,449,16
3,deepspeech,543,3500,8
4,gnmt,1107,32,1
5,res18,1314,449,16
6,gnmt,1403,32,1
7,gnmt,1543,32,1
8,gnmt,1760,32,1
9,gnmt,1873,32,1
10,res18,1915,826,8
11,gnmt,1916,32,1
12,res18,1917,449,16
13,alexnet,2245,18879,48
14,res18,2353,449,16
15,gnmt,3050,32,1
16,res18,3087,573,12
17,res18,3131,826,8
18,res18,3178,573,12
19,res18,3261,573,12
20,res18,3692,826,8
21,gnmt,4192,32,1
22,res18,4252,449,16
23,res18,4276,854,6
24,res18,4501,854,6
25,gnmt,4815,32,1
26,res18,5334,573,12
27,gnmt,5515,32,1
28,res18,5531,826,8
29,gnmt,5729,32,1
30,res18,5801,854,6
31,gnmt,6029,32,1
32,res18,6117,826,8
33,gnmt,6296,32,1
34,deepspeech,6379,2572,12
35,res18,6668,854,6
36,res18,6739,573,12
37,gnmt,6747,32,1
38,res18,6784,854,6
39,res18,7062,826,8
40,alexnet,7161,26207,32
41,gnmt,7623,32,1
42,res18,7922,573,12
43,transformer,8293,1334,16
44,res18,8444,573,12
45,gnmt,8916,32,1
46,res18,9152,573,12
47,gnmt,10073,32,1
48,res18,10578,573,12
49,gnmt,10916,32,1
50,res50,10930,12869,4
51,res18,10932,854,6
52,gnmt,10989,32,1
53,gnmt,11078,32,1
54,gnmt,11188,32,1
55,res18,11333,854,6
56,gnmt,11354,32,1
57,alexnet,11592,31395,24
58,deepspeech,11769,3500,8
59,gnmt,12180,32,1
60,transformer,12291,3055,6
61,gnmt,13354,32,1
62,gnmt,13360,32,1
63,res18,13468,826,8
64,res18,13515,449,16
65,gnmt,13568,32,1
66,transformer,13616,1334,16
67,res18,14156,854,6
68,gnmt,14213,32,1
69,res18,14228,573,12
70,gnmt,14372,32,1
71,gnmt,14426,32,1
72,res18,14459,449,16
73,res18,14550,826,8
74,gnmt,14855,32,1
75,res18,15460,449,16
76,gnmt,15550,32,1
77,gnmt,15799,32,1
78,deepspeech,15807,2572,12
79,gnmt,16245,32,1
80,gnmt,16346,32,1
81,res18,16430,573,12
82,gnmt,17026,32,1
83,gnmt,17035,32,1
84,gnmt,17515,32,1
85,gnmt,17565,32,1
86,transformer,17758,2480,8
87,gnmt,17801,32,1
88,deepspeech,17829,4153,6
89,deepspeech,17904,2572,12
90,gnmt,18105,32,1
91,res18,18202,573,12
92,gnmt,18391,32,1
93,deepspeech,18616,2572,12
94,transformer,18618,3055,6
95,gnmt,18719,32,1
96,res18,18771,573,12
97,res18,18810,449,16
98,gnmt,18870,32,1
99,gnmt,18870,32,1
100,res18,18942,573,12
101,gnmt,19029,32,1
102,gnmt,19052,32,1
103,gnmt,19160,32,1
104,gnmt,19213,32,1
105,deepspeech,19267,3500,8
106,alexnet,19368,31395,24
107,gnmt,19382,32,1
108,res18,19472,573,12
109,gnmt,19698,32,1
110,res18,19887,573,12
111,res18,19932,449,16
112,res18,19946,854,6
113,gnmt,20043,32,1
114,deepspeech,20103,2572,12
115,res18,20197,854,6
116,res18,20379,573,12
117,gnmt,20454,32,1
118,res18,20557,854,6
119,res18,20613,573,12
120,res18,20712,854,6
121,res18,21177,826,8
122,res18,21193,826,8
123,res18,21481,826,8
124,deepspeech,21758,3500,8
125,gnmt,21810,32,1
126,gnmt,21815,32,1
127,res18,22048,573,12
128,res18,22122,573,12
129,deepspeech,22288,2572,12
130,gnmt,22535,32,1
131,res50,22647,12869,4
132,gnmt,22721,32,1
133,gnmt,22915,32,1
134,gnmt,23332,32,1
135,res50,23498,12869,4
136,gnmt,23660,32,1
137,transformer,24110,3055,6
138,gnmt,24816,32,1
139,gnmt,24884,32,1
140,res18,24934,449,16
141,gnmt,25054,32,1
142,deepspeech,25145,4153,6
143,gnmt,25254,32,1
144,gnmt,25726,32,1
145,res18,25750,573,12
146,gnmt,25762,32,1
147,gnmt,25782,32,1
148,gnmt,25915,32,1
149,gnmt,26014,32,1
150,res18,26412,854,6
151,gnmt,26525,32,1
152,res18,26530,854,6
153,deepspeech,26599,3500,8
154,res50,26756,12869,4
155,deepspeech,27019,3500,8
156,res50,27077,12869,4
157,res50,27132,12869,4
158,res18,27403,573,12
159,res18,27731,826,8
160,transformer,27990,3055,6
161,res18,28020,854,6
162,res18,28178,449,16
163,deepspeech,28274,3500,8
164,gnmt,28838,32,1
165,res18,29045,449,16
166,gnmt,29134,32,1
167,gnmt,29274,32,1
168,gnmt,29491,32,1
169,gnmt,29604,32,1
170,res18,29646,826,8
171,gnmt,29647,32,1
172,res18,29648,449,16
173,alexnet,29976,18879,48
174,res18,30084,449,16
175,gnmt,30781,32,1
176,res18,30818,573,12
177,res18,30862,826,8
178,res18,30909,573,12
179,res18,30992,573,12
180,res18,31423,826,8
181,gnmt,31923,32,1
182,res18,31983,449,16
183,res18,32007,854,6
184,res18,32232,854,6
185,gnmt,32546,32,1
186,res18,33065,573,12
187,gnmt,33246,32,1
188,res18,33262,826,8
189,gnmt,33460,32,1
190,res18,33532,854,6
191,gnmt,33760,32,1
192,res18,33848,826,8
193,gnmt,34027,32,1
194,deepspeech,34110,2572,12
195,res18,34399,854,6
196,res18,34470,573,12
197,gnmt,34478,32,1
198,res18,34515,854,6
199,res18,34793,826,8
200,alexnet,34892,26207,32
201,gnmt,35354,32,1
202,res18,35653,573,12
203,transformer,36024,1334,16
204,res18,36175,573,12
205,gnmt,36647,32,1
206,res18,36883,573,12
207,gnmt,37804,32,1
208,res18,38309,573,12
209,gnmt,38647,32,1
210,res50,38661,12869,4
211,res18,38663,854,6
212,gnmt,38720,32,1
213,gnmt,38809,32,1
214,gnmt,38919,32,1
215,res18,39064,854,6
216,gnmt,39085,32,1
217,alexnet,39323,31395,24
218,deepspeech,39500,3500,8
219,gnmt,39911,32,1
220,transformer,40022,3055,6
221,gnmt,41085,32,1
222,gnmt,41091,32,1
223,res18,41199,826,8
224,res18,41246,449,16
225,gnmt,41299,32,1
226,transformer,41347,1334,16
227,res18,41887,854,6
228,gnmt,41944,32,1
229,res18,41959,573,12
230,gnmt,42103,32,1
231,gnmt,42157,32,1
232,res18,42190,449,16
233,res18,42281,826,8
234,gnmt,42586,32,1
235,res18,43191,449,16
236,gnmt,43281,32,1
237,gnmt,43530,32,1
238,deepspeech,43538,2572,12
239,gnmt,43976,32,1
240,gnmt,44077,32,1
241,res18,44161,573,12
242,gnmt,44757,32,1
243,gnmt,44766,32,1
244,gnmt,45246,32,1
245,gnmt,45296,32,1
246,transformer,45489,2480,8
247,gnmt,45532,32,1
248,deepspeech,45560,4153,6
249,deepspeech,45635,2572,12
250,gnmt,45836,32,1
251,res18,45933,573,12
252,gnmt,46122,32,1
253,deepspeech,46347,2572,12
254,transformer,46349,3055,6
255,gnmt,46450,32,1
256,res18,46502,573,12
257,res18,46541,449,16
258,gnmt,46601,32,1
259,gnmt,46601,32,1
260,res18,46673,573,12
261,gnmt,46760,32,1
262,gnmt,46783,32,1
263,gnmt,46891,32,1
264,gnmt,46944,32,1
265,deepspeech,46998,3500,8
266,alexnet,47099,31395,24
267,gnmt,47113,32,1
268,res18,47203,573,12
269,gnmt,47429,32,1
270,res18,47618,573,12
271,res18,47663,449,16
272,res18,47677,854,6
273,gnmt,47774,32,1
274,deepspeech,47834,2572,12
275,res18,47928,854,6
276,res18,48110,573,12
277,gnmt,48185,32,1
278,res18,48288,854,6
279,res18,48344,573,12
280,res18,48443,854,6
281,res18,48908,826,8
282,res18,48924,826,8
283,res18,49212,826,8
284,deepspeech,49489,3500,8
285,gnmt,49541,32,1
286,gnmt,49546,32,1
287,res18,49779,573,12
288,res18,49853,573,12
289,deepspeech,50019,2572,12
290,gnmt,50266,32,1
291,res50,50378,12869,4
292,gnmt,50452,32,1
293,gnmt,50646,32,1
294,gnmt,51063,32,1
295,res50,51229,12869,4
296,gnmt,51391,32,1
297,transformer,51841,3055,6
298,gnmt,52547,32,1
299,gnmt,52615,32,1
300,res18,52665,449,16
301,gnmt,52785,32,1
302,deepspeech,52876,4153,6
303,gnmt,52985,32,1
304,gnmt,53457,32,1
305,res18,53481,573,12
306,gnmt,53493,32,1
307,gnmt,53513,32,1
308,gnmt,53646,32,1
309,gnmt,53745,32,1
310,res18,54143,854,6
311,gnmt,54256,32,1
312,res18,54261,854,6
313,deepspeech,54330,3500,8
314,res50,54487,12869,4
315,deepspeech,54750,3500,8
316,res50,54808,12869,4
317,res50,54863,12869,4
318,res18,55134,573,12
319,res18,55462,826,8
320,transformer,55721,3055,6
321,res18,55751,854,6
322,res18,55909,449,16
323,deepspeech,56005,3500,8
324,gnmt,56569,32,1
325,res18,56776,449,16
326,gnmt,56865,32,1
327,gnmt,57005,32,1
328,gnmt,57222,32,1
329,gnmt,57335,32,1
330,res18,57377,826,8
331,gnmt,57378,32,1
332,res18,57379,449,16
333,alexnet,57707,18879,48
334,res18,57815,449,16
335,gnmt,58512,32,1
336,res18,58549,573,12
337,res18,58593,826,8
338,res18,58640,573,12
339,res18,58723,573,12
340,res18,59154,826,8
341,gnmt,59654,32,1
342,res18,59714,449,16
343,res18,59738,854,6
344,res18,59963,854,6
345,gnmt,60277,32,1
346,res18,60796,573,12
347,gnmt,60977,32,1
348,res18,60993,826,8
349,gnmt,61191,32,1
350,res18,61263,854,6
351,gnmt,61491,32,1
352,res18,61579,826,8
353,gnmt,61758,32,1
354,deepspeech,61841,2572,12
355,res18,62130,854,6
356,res18,62201,573,12
357,gnmt,62209,32,1
358,res18,62246,854,6
359,res18,62524,826,8
360,alexnet,62623,26207,32
361,gnmt,63085,32,1
362,res18,63384,573,12
363,transformer,63755,1334,16
364,res18,63906,573,12
365,gnmt,64378,32,1
366,res18,64614,573,12
367,gnmt,65535,32,1
368,res18,66040,573,12
