job_id,num_gpus,submit_time,duration,model
0,6,27,2413.0,PointNet
1,1,31,3118.0,vgg19
2,1,135,69.0,vgg19
3,8,157,2278.0,PointNet
4,6,495,2654.0,PointNet
5,1,513,140.0,vgg19
6,8,618,387.0,PointNet
7,8,772,4400.0,BERT
8,1,1081,146.0,vgg19
9,6,1315,67.0,PointNet
10,1,1478,2276.0,vgg19
11,32,1530,137911.0,resnet50
12,6,1593,1555.0,PointNet
13,6,1684,703.0,PointNet
14,1,1869,1161.0,vgg19
15,8,1998,61.0,PointNet
16,12,2006,574.0,PointNet
17,1,2317,1227.0,vgg19
18,32,2353,1397988.0,resnet50
19,12,2426,2753.0,PointNet
20,6,2514,73.0,PointNet
21,1,2859,2124.0,vgg19
22,1,3196,1048.0,vgg19
23,1,3532,1230.0,vgg19
24,1,3695,2778.0,vgg19
25,1,3696,789.0,vgg19
26,1,3723,1477.0,vgg19
27,1,3788,963.0,vgg19
28,1,3826,1668.0,vgg19
29,1,4315,77.0,vgg19
30,12,4316,74.0,PointNet
31,1,4316,828.0,vgg19
32,1,4319,76.0,vgg19
33,12,4364,855.0,PointNet
34,8,4398,2830.0,PointNet
35,1,4461,2141.0,vgg19
36,1,4573,876.0,vgg19
37,1,4722,715.0,vgg19
38,1,4776,1497.0,vgg19
39,1,4815,1402.0,vgg19
40,12,4864,647.0,PointNet
41,12,5206,2512.0,PointNet
42,1,5281,182.0,vgg19
43,1,5292,207.0,vgg19
44,4,5319,7800.0,resnet50
45,16,5380,206.0,PointNet
46,1,5396,736.0,vgg19
47,1,5546,2238.0,vgg19
48,4,5763,43824.0,resnet50
49,8,5764,993.0,PointNet
50,1,6015,688.0,vgg19
51,4,6039,38097.0,resnet50
52,4,6062,113279.0,resnet50
53,24,6063,76977.0,resnet50
54,1,6131,71.0,vgg19
55,8,6398,2163.0,BERT
56,12,6620,770.0,PointNet
57,8,6732,101.0,PointNet
58,16,6740,68.0,PointNet
59,4,6887,98043.0,resnet50
60,16,7065,312.0,PointNet
61,1,7103,1558.0,vgg19
62,8,7332,60.0,PointNet
63,4,7497,56287.0,resnet50
64,16,7590,869.0,PointNet
65,1,7798,2509.0,vgg19
66,16,7956,584.0,PointNet
67,1,8430,336.0,vgg19
68,16,8837,576.0,PointNet
69,6,8883,582.0,PointNet
70,1,8943,100.0,vgg19
71,1,9115,68.0,vgg19
72,6,9115,87.0,PointNet
73,1,9200,1041.0,vgg19
74,12,9505,29258.0,DCGAN
75,6,9922,877.0,PointNet
76,1,10420,1041.0,vgg19
77,6,10916,77.0,PointNet
78,1,11002,112.0,vgg19
79,1,11077,1274.0,vgg19
80,1,11346,2433.0,vgg19
81,8,11531,84.0,PointNet
82,8,11532,4055.0,DCGAN
83,1,11951,1631.0,vgg19
84,16,12109,2503.0,PointNet
85,8,12203,5939.0,DCGAN
86,24,12275,1193309.0,resnet50
87,6,12414,2612.0,PointNet
88,8,12470,581.0,PointNet
89,1,12732,70.0,vgg19
90,16,12902,1442.0,PointNet
91,1,12954,1726.0,vgg19
92,6,13045,2835.0,PointNet
93,16,13243,4024.0,GPT2
94,6,13266,891.0,PointNet
95,1,13317,64.0,vgg19
96,1,13332,3049.0,vgg19
97,6,13606,2834.0,PointNet
98,1,13656,2699.0,vgg19
99,48,13662,584925.0,resnet50
100,12,13738,4036.0,GPT2
101,1,13756,217.0,vgg19
102,8,13869,2835.0,PointNet
103,1,14010,2226.0,vgg19
104,1,14086,1456.0,vgg19
105,1,14117,673.0,vgg19
106,1,14154,1401.0,vgg19
107,1,14167,167.0,vgg19
108,4,14224,81904.0,resnet50
109,12,14386,1503.0,PointNet
110,8,14510,1784.0,PointNet
111,8,14568,749.0,PointNet
112,1,14742,607.0,vgg19
113,12,14743,16185.0,BERT
114,1,14756,2643.0,vgg19
115,6,14824,156.0,PointNet
116,1,14835,2656.0,vgg19
117,4,15016,19767.0,resnet50
118,1,15029,2768.0,vgg19
119,12,15054,2695.0,PointNet
120,1,15097,253.0,vgg19
121,1,15115,61.0,vgg19
122,6,15213,1847.0,PointNet
123,4,15250,75252.0,resnet50
124,1,15442,2017.0,vgg19
125,12,15633,193.0,PointNet
126,6,15849,209.0,PointNet
127,1,16012,888.0,vgg19
128,12,16034,2656.0,DCGAN
129,12,16070,3123.0,PointNet
130,12,16138,1117.0,PointNet
131,12,16156,5723.0,DCGAN
132,6,16185,4014.0,DCGAN
133,4,16242,192340.0,resnet50
134,8,16283,3966.0,DCGAN
135,1,16317,67.0,vgg19
136,8,16344,1527.0,PointNet
137,6,16383,1267.0,PointNet
138,16,16409,1065.0,PointNet
139,6,16472,9193.0,BERT
140,8,16512,2550.0,PointNet
141,6,16664,860.0,PointNet
142,1,16673,2436.0,vgg19
143,1,16795,470.0,vgg19
144,1,16816,1927.0,vgg19
145,8,16915,65.0,PointNet
146,1,16950,1855.0,vgg19
147,8,16969,8832.0,DCGAN
148,6,17097,904.0,PointNet
149,1,17141,1974.0,vgg19
150,1,17208,2341.0,vgg19
151,6,17225,708.0,PointNet
152,6,17426,3774.0,DCGAN
153,8,17464,2737.0,PointNet
154,1,17604,2448.0,vgg19
155,1,17655,2718.0,vgg19
156,6,17761,2780.0,PointNet
157,6,17789,1220.0,PointNet
158,6,17906,6046.0,DCGAN
159,1,17952,1489.0,vgg19
