0,res18,498,854,6
1,gnmt,1427,32,1
2,gnmt,1559,32,1
3,res18,1597,449,16
4,res18,1642,573,12
5,gnmt,1832,32,1
6,gnmt,1915,32,1
7,alexnet,2173,26207,32
8,gnmt,2420,32,1
9,gnmt,2576,32,1
10,alexnet,3075,18879,48
11,res18,3117,826,8
12,gnmt,3118,32,1
13,res18,3341,826,8
14,gnmt,3434,32,1
15,gnmt,3565,32,1
16,res18,3730,449,16
17,res18,3756,573,12
18,gnmt,3786,32,1
19,res18,4101,826,8
20,res18,4221,449,16
21,gnmt,4265,32,1
22,gnmt,4276,32,1
23,gnmt,4559,32,1
24,res18,4732,854,6
25,res18,4843,573,12
26,gnmt,4931,32,1
27,gnmt,4960,32,1
28,res50,4970,12869,4
29,res18,5533,854,6
30,res50,5676,12869,4
31,transformer,5750,1334,16
32,gnmt,5776,32,1
33,res18,5799,449,16
34,res18,7331,854,6
35,res18,8448,573,12
36,res18,8917,573,12
37,res18,9075,854,6
38,gnmt,9635,32,1
39,res18,10875,573,12
40,gnmt,10881,32,1
41,gnmt,10923,32,1
42,deepspeech,11268,4153,6
43,gnmt,11418,32,1
44,gnmt,12114,32,1
45,res18,12294,854,6
46,gnmt,12731,32,1
47,res18,13331,854,6
48,res18,13332,854,6
49,gnmt,13414,32,1
50,gnmt,13526,32,1
51,res18,13746,826,8
52,res50,13875,12869,4
53,res18,14230,573,12
54,res18,14305,854,6
55,res18,14372,826,8
56,gnmt,14554,32,1
57,gnmt,14559,32,1
58,res18,14681,854,6
59,res50,15025,12869,4
60,gnmt,15101,32,1
61,deepspeech,15168,3500,8
62,res18,15196,449,16
63,gnmt,15543,32,1
64,res50,15698,12869,4
65,gnmt,15795,32,1
66,gnmt,15835,32,1
67,res18,16005,573,12
68,gnmt,16064,32,1
69,deepspeech,16120,2572,12
70,deepspeech,16254,3500,8
71,gnmt,16283,32,1
72,transformer,16418,2480,8
73,gnmt,16519,32,1
74,res50,16696,12869,4
75,res18,16699,854,6
76,gnmt,16710,32,1
77,gnmt,16917,32,1
78,gnmt,17038,32,1
79,alexnet,17294,31395,24
80,res18,17503,573,12
81,gnmt,17532,32,1
82,deepspeech,17630,2572,12
83,res18,17758,573,12
84,deepspeech,17839,4153,6
