0,res18,16,573,12
1,res50,167,12869,4
2,res18,181,573,12
3,res18,582,573,12
4,transformer,1133,1334,16
5,gnmt,1286,32,1
6,res18,1296,449,16
7,res18,1433,854,6
8,gnmt,1506,32,1
9,gnmt,1621,32,1
10,gnmt,1812,32,1
11,gnmt,2041,32,1
12,gnmt,2070,32,1
13,alexnet,2260,31395,24
14,res18,2590,826,8
15,res18,2856,854,6
16,res18,3317,854,6
17,gnmt,3464,32,1
18,res18,3659,573,12
19,alexnet,3942,18879,48
20,res18,4021,449,16
21,res18,4050,449,16
22,res18,4170,449,16
23,res18,4199,826,8
24,res18,4263,854,6
25,gnmt,4292,32,1
26,res18,4384,826,8
27,gnmt,4404,32,1
28,gnmt,4513,32,1
29,gnmt,4646,32,1
30,gnmt,4892,32,1
31,res18,4930,449,16
32,res50,5169,12869,4
33,res18,5202,854,6
34,gnmt,5367,32,1
35,res18,5533,826,8
36,deepspeech,5892,4153,6
37,res18,7070,449,16
38,transformer,7152,2480,8
39,res18,7271,826,8
40,res18,7713,854,6
41,gnmt,8183,32,1
42,res18,8526,854,6
43,res18,8880,826,8
44,res18,8943,854,6
45,res18,9115,826,8
46,gnmt,9164,32,1
47,gnmt,9303,32,1
48,gnmt,9309,32,1
49,res50,9442,12869,4
50,res18,9733,854,6
51,gnmt,10158,32,1
52,gnmt,10333,32,1
53,res50,10408,12869,4
54,transformer,10465,1334,16
55,gnmt,10603,32,1
56,gnmt,10996,32,1
57,gnmt,11061,32,1
58,gnmt,11161,32,1
59,res18,11346,826,8
60,gnmt,12252,32,1
61,res18,12518,854,6
62,res18,12543,573,12
63,gnmt,12717,32,1
64,gnmt,12732,32,1
65,deepspeech,12849,4153,6
66,gnmt,13413,32,1
67,res18,13666,449,16
68,gnmt,13742,32,1
69,res18,13915,854,6
70,res18,14230,854,6
71,gnmt,14464,32,1
72,gnmt,14531,32,1
73,gnmt,14773,32,1
74,res18,14812,449,16
75,gnmt,14925,32,1
76,res18,15016,449,16
77,res50,15148,12869,4
78,alexnet,15159,18879,48
79,res18,15242,854,6
80,gnmt,15629,32,1
81,gnmt,15674,32,1
82,gnmt,15814,32,1
83,gnmt,15881,32,1
84,gnmt,15890,32,1
85,res18,15914,826,8
86,res18,16149,449,16
87,gnmt,16247,32,1
88,gnmt,16709,32,1
89,transformer,16918,1334,16
90,deepspeech,16967,3500,8
91,gnmt,17251,32,1
92,gnmt,17409,32,1
93,gnmt,17532,32,1
94,deepspeech,17535,3500,8
95,gnmt,17622,32,1
96,res18,17804,826,8
97,res18,17921,449,16
98,deepspeech,17977,4153,6
99,transformer,18008,3055,6
100,gnmt,18435,32,1
101,res18,18721,854,6
102,res18,18753,573,12
103,deepspeech,18773,3500,8
104,gnmt,18805,32,1
105,res18,18931,449,16
106,gnmt,18996,32,1
107,gnmt,19206,32,1
108,res18,19237,573,12
109,gnmt,19380,32,1
110,res18,19396,449,16
111,gnmt,19401,32,1
112,res18,19550,573,12
113,res18,19626,449,16
114,gnmt,19749,32,1
115,transformer,19839,2480,8
116,res18,19918,573,12
117,transformer,19991,3055,6
118,gnmt,20057,32,1
119,deepspeech,20143,4153,6
120,transformer,20274,1334,16
121,gnmt,20299,32,1
122,res18,20342,826,8
123,deepspeech,20386,2572,12
124,res50,20478,12869,4
125,deepspeech,20515,3500,8
126,gnmt,20578,32,1
127,gnmt,20602,32,1
128,gnmt,20645,32,1
129,res18,20696,826,8
130,transformer,21016,1334,16
131,gnmt,21243,32,1
132,gnmt,21549,32,1
133,gnmt,21667,32,1
134,gnmt,21719,32,1
135,gnmt,22191,32,1
136,res18,22555,573,12
137,gnmt,22930,32,1
138,gnmt,22932,32,1
139,deepspeech,22968,4153,6
140,transformer,23424,1334,16
141,gnmt,24102,32,1
142,gnmt,24300,32,1
143,deepspeech,24524,4153,6
144,gnmt,24932,32,1
145,res18,24993,573,12
146,res18,25014,826,8
147,transformer,25095,3055,6
148,alexnet,25511,26207,32
149,gnmt,25555,32,1
150,gnmt,25638,32,1
151,res18,25866,573,12
152,gnmt,26311,32,1
153,gnmt,26639,32,1
154,gnmt,27012,32,1
155,gnmt,27101,32,1
156,res18,27286,449,16
157,gnmt,27578,32,1
158,gnmt,27759,32,1
159,gnmt,28755,32,1
160,res18,28771,573,12
161,res50,28922,12869,4
162,res18,28936,573,12
163,res18,29337,573,12
164,transformer,29888,1334,16
165,gnmt,30041,32,1
166,res18,30051,449,16
167,res18,30188,854,6
168,gnmt,30261,32,1
169,gnmt,30376,32,1
170,gnmt,30567,32,1
171,gnmt,30796,32,1
172,gnmt,30825,32,1
173,alexnet,31015,31395,24
174,res18,31345,826,8
175,res18,31611,854,6
176,res18,32072,854,6
177,gnmt,32219,32,1
178,res18,32414,573,12
179,alexnet,32697,18879,48
180,res18,32776,449,16
181,res18,32805,449,16
182,res18,32925,449,16
183,res18,32954,826,8
184,res18,33018,854,6
185,gnmt,33047,32,1
186,res18,33139,826,8
187,gnmt,33159,32,1
188,gnmt,33268,32,1
189,gnmt,33401,32,1
190,gnmt,33647,32,1
191,res18,33685,449,16
192,res50,33924,12869,4
193,res18,33957,854,6
194,gnmt,34122,32,1
195,res18,34288,826,8
196,deepspeech,34647,4153,6
197,res18,35825,449,16
198,transformer,35907,2480,8
199,res18,36026,826,8
200,res18,36468,854,6
201,gnmt,36938,32,1
202,res18,37281,854,6
203,res18,37635,826,8
204,res18,37698,854,6
205,res18,37870,826,8
206,gnmt,37919,32,1
207,gnmt,38058,32,1
208,gnmt,38064,32,1
209,res50,38197,12869,4
210,res18,38488,854,6
211,gnmt,38913,32,1
212,gnmt,39088,32,1
213,res50,39163,12869,4
214,transformer,39220,1334,16
215,gnmt,39358,32,1
216,gnmt,39751,32,1
217,gnmt,39816,32,1
218,gnmt,39916,32,1
219,res18,40101,826,8
220,gnmt,41007,32,1
221,res18,41273,854,6
222,res18,41298,573,12
223,gnmt,41472,32,1
224,gnmt,41487,32,1
225,deepspeech,41604,4153,6
226,gnmt,42168,32,1
227,res18,42421,449,16
228,gnmt,42497,32,1
229,res18,42670,854,6
230,res18,42985,854,6
231,gnmt,43219,32,1
232,gnmt,43286,32,1
233,gnmt,43528,32,1
234,res18,43567,449,16
235,gnmt,43680,32,1
236,res18,43771,449,16
237,res50,43903,12869,4
238,alexnet,43914,18879,48
239,res18,43997,854,6
240,gnmt,44384,32,1
241,gnmt,44429,32,1
242,gnmt,44569,32,1
243,gnmt,44636,32,1
244,gnmt,44645,32,1
245,res18,44669,826,8
246,res18,44904,449,16
247,gnmt,45002,32,1
248,gnmt,45464,32,1
249,transformer,45673,1334,16
250,deepspeech,45722,3500,8
251,gnmt,46006,32,1
252,gnmt,46164,32,1
253,gnmt,46287,32,1
254,deepspeech,46290,3500,8
255,gnmt,46377,32,1
256,res18,46559,826,8
257,res18,46676,449,16
258,deepspeech,46732,4153,6
259,transformer,46763,3055,6
260,gnmt,47190,32,1
261,res18,47476,854,6
262,res18,47508,573,12
263,deepspeech,47528,3500,8
264,gnmt,47560,32,1
265,res18,47686,449,16
266,gnmt,47751,32,1
267,gnmt,47961,32,1
268,res18,47992,573,12
269,gnmt,48135,32,1
270,res18,48151,449,16
271,gnmt,48156,32,1
272,res18,48305,573,12
273,res18,48381,449,16
274,gnmt,48504,32,1
275,transformer,48594,2480,8
276,res18,48673,573,12
277,transformer,48746,3055,6
278,gnmt,48812,32,1
279,deepspeech,48898,4153,6
280,transformer,49029,1334,16
281,gnmt,49054,32,1
282,res18,49097,826,8
283,deepspeech,49141,2572,12
284,res50,49233,12869,4
285,deepspeech,49270,3500,8
286,gnmt,49333,32,1
287,gnmt,49357,32,1
288,gnmt,49400,32,1
289,res18,49451,826,8
290,transformer,49771,1334,16
291,gnmt,49998,32,1
292,gnmt,50304,32,1
293,gnmt,50422,32,1
294,gnmt,50474,32,1
295,gnmt,50946,32,1
296,res18,51310,573,12
297,gnmt,51685,32,1
298,gnmt,51687,32,1
299,deepspeech,51723,4153,6
300,transformer,52179,1334,16
301,gnmt,52857,32,1
302,gnmt,53055,32,1
303,deepspeech,53279,4153,6
304,gnmt,53687,32,1
305,res18,53748,573,12
306,res18,53769,826,8
307,transformer,53850,3055,6
308,alexnet,54266,26207,32
309,gnmt,54310,32,1
310,gnmt,54393,32,1
311,res18,54621,573,12
312,gnmt,55066,32,1
313,gnmt,55394,32,1
314,gnmt,55767,32,1
315,gnmt,55856,32,1
316,res18,56041,449,16
317,gnmt,56333,32,1
318,gnmt,56514,32,1
319,gnmt,57510,32,1
320,res18,57526,573,12
321,res50,57677,12869,4
322,res18,57691,573,12
323,res18,58092,573,12
324,transformer,58643,1334,16
325,gnmt,58796,32,1
326,res18,58806,449,16
327,res18,58943,854,6
328,gnmt,59016,32,1
329,gnmt,59131,32,1
330,gnmt,59322,32,1
331,gnmt,59551,32,1
332,gnmt,59580,32,1
333,alexnet,59770,31395,24
334,res18,60100,826,8
335,res18,60366,854,6
336,res18,60827,854,6
337,gnmt,60974,32,1
338,res18,61169,573,12
339,alexnet,61452,18879,48
340,res18,61531,449,16
