0,gnmt,791,32,1
1,res18,1151,573,12
2,res18,1315,573,12
3,gnmt,1335,32,1
4,deepspeech,1386,4153,6
5,gnmt,1437,32,1
6,gnmt,1753,32,1
7,res18,1855,826,8
8,res18,1937,449,16
9,gnmt,1955,32,1
10,transformer,2957,3055,6
11,gnmt,3114,32,1
12,res18,3143,854,6
13,res18,3159,449,16
14,res18,3189,854,6
15,res18,3701,854,6
16,gnmt,3789,32,1
17,gnmt,4232,32,1
18,gnmt,4252,32,1
19,gnmt,4305,32,1
20,res18,4966,854,6
21,res18,4993,826,8
22,gnmt,5125,32,1
23,res50,5439,12869,4
24,res18,5533,573,12
25,res18,5693,854,6
26,res18,6029,573,12
27,gnmt,6117,32,1
28,deepspeech,6211,2572,12
29,deepspeech,6570,3500,8
30,res18,6585,449,16
31,gnmt,6732,32,1
32,gnmt,7188,32,1
33,gnmt,7331,32,1
34,gnmt,7332,32,1
35,gnmt,7736,32,1
36,deepspeech,8268,4153,6
37,res18,8635,449,16
38,gnmt,9115,32,1
39,gnmt,10315,32,1
40,res18,10666,854,6
41,res50,10785,12869,4
42,res18,10917,826,8
43,gnmt,11281,32,1
44,res50,11314,12869,4
45,res50,11487,12869,4
46,res50,11554,12869,4
47,gnmt,11582,32,1
48,res18,11929,854,6
49,res18,12117,573,12
50,res50,12282,12869,4
51,res18,12660,826,8
52,gnmt,13071,32,1
53,gnmt,13118,32,1
54,deepspeech,13449,2572,12
55,gnmt,13458,32,1
56,gnmt,13497,32,1
57,gnmt,13632,32,1
58,gnmt,13674,32,1
59,res18,13712,573,12
60,gnmt,13958,32,1
61,res18,14020,449,16
62,res18,14059,573,12
63,res18,14141,826,8
64,res18,14172,573,12
65,gnmt,14322,32,1
66,gnmt,14477,32,1
67,res18,14478,573,12
68,gnmt,14515,32,1
69,gnmt,14536,32,1
70,transformer,14711,3055,6
71,res18,14926,854,6
72,res50,15569,12869,4
73,gnmt,16581,32,1
74,gnmt,16935,32,1
75,gnmt,17062,32,1
76,transformer,17166,1589,12
77,gnmt,17552,32,1
78,transformer,17646,1334,16
79,gnmt,17804,32,1
80,deepspeech,17817,3500,8
81,gnmt,17941,32,1
82,deepspeech,17968,2572,12
83,res18,18116,573,12
84,transformer,18180,1589,12
85,res18,18227,573,12
86,res50,18756,12869,4
87,transformer,18922,3055,6
88,deepspeech,18929,2572,12
89,deepspeech,18985,3500,8
90,transformer,19037,1589,12
91,gnmt,19074,32,1
92,deepspeech,19298,2572,12
93,gnmt,19420,32,1
94,gnmt,19434,32,1
95,deepspeech,19448,2572,12
