job_id,num_gpus,submit_time,duration,model
0,1,133,65.0,vgg19
1,4,459,81892.0,resnet50
2,8,585,1535.0,PointNet
3,1,715,91.0,vgg19
4,16,715,61.0,PointNet
5,1,732,81.0,vgg19
6,16,1148,13517.0,GPT2
7,6,1239,1489.0,PointNet
8,1,1478,1529.0,vgg19
9,1,1536,1530.0,vgg19
10,1,1548,1420.0,vgg19
11,8,1555,18993.0,BERT
12,16,1597,1049.0,PointNet
13,6,1661,25028.0,BERT
14,4,1672,36680.0,resnet50
15,6,1681,1510.0,PointNet
16,1,1738,1782.0,vgg19
17,8,1803,1867.0,PointNet
18,1,1914,95.0,vgg19
19,6,1933,65.0,PointNet
20,16,2172,590.0,PointNet
21,48,2326,137671.0,resnet50
22,4,2464,39525.0,resnet50
23,1,2532,127.0,vgg19
24,1,2533,68.0,vgg19
25,1,2533,66.0,vgg19
26,1,2864,1592.0,vgg19
27,8,2929,4457.0,DCGAN
28,1,2929,2124.0,vgg19
29,4,3009,37551.0,resnet50
30,12,3086,513.0,DCGAN
31,1,3107,1026.0,vgg19
32,6,3263,1045.0,PointNet
33,8,3337,5244.0,DCGAN
34,1,3474,2087.0,vgg19
35,12,3579,1751.0,PointNet
36,1,3658,612.0,vgg19
37,8,3693,208.0,PointNet
38,12,3980,3533.0,PointNet
39,1,4032,2033.0,vgg19
40,1,4077,2076.0,vgg19
41,12,4083,407.0,PointNet
42,1,4224,368.0,vgg19
43,8,4252,2862.0,PointNet
44,1,4320,109.0,vgg19
45,1,4395,884.0,vgg19
46,6,4421,670.0,PointNet
47,1,4476,2231.0,vgg19
48,12,4512,2219.0,PointNet
49,4,4514,9758.0,resnet50
50,4,4528,107225.0,resnet50
51,6,4649,1468.0,PointNet
52,12,4730,314.0,PointNet
53,1,4827,2043.0,vgg19
54,16,4917,2180.0,PointNet
55,1,5355,1436.0,vgg19
56,6,5389,186.0,PointNet
57,8,5634,274.0,PointNet
58,16,5695,189.0,PointNet
59,1,5946,173.0,vgg19
60,6,6016,29563.0,DCGAN
61,16,6106,7987.0,GPT2
62,1,6114,61.0,vgg19
63,12,6296,73.0,PointNet
64,8,6321,8307.0,DCGAN
65,4,6669,117518.0,resnet50
66,16,7914,66.0,PointNet
67,4,7918,50670.0,resnet50
68,8,8209,310.0,PointNet
69,6,8259,893.0,PointNet
70,8,8414,1101.0,PointNet
71,48,8535,409507.0,resnet50
72,4,8706,14689.0,resnet50
73,1,8877,1094.0,vgg19
74,12,9008,1494.0,PointNet
75,1,9009,570.0,vgg19
76,12,9544,2530.0,PointNet
77,16,9717,67.0,PointNet
78,1,10314,73.0,vgg19
79,1,10352,95.0,vgg19
80,1,10359,977.0,vgg19
81,6,10499,1230.0,PointNet
82,1,10534,1309.0,vgg19
83,6,10545,1029.0,PointNet
84,12,10557,2506.0,PointNet
85,1,10751,896.0,vgg19
86,32,11061,378033.0,resnet50
87,12,11069,62.0,PointNet
88,16,11117,95.0,PointNet
89,1,11292,60.0,vgg19
90,6,11293,64.0,PointNet
91,8,11354,2304.0,PointNet
92,1,11515,72.0,vgg19
93,1,11750,2725.0,vgg19
94,16,12134,2834.0,PointNet
95,8,12170,2752.0,PointNet
96,1,12305,2757.0,vgg19
97,1,12417,633.0,vgg19
98,4,12430,16960.0,resnet50
99,12,12692,598.0,PointNet
100,1,13236,250.0,vgg19
101,6,13236,294.0,PointNet
102,8,13272,6260.0,GPT2
103,8,13498,5621.0,BERT
104,1,13545,209.0,vgg19
105,12,13691,960.0,PointNet
106,16,13760,2712.0,PointNet
107,8,13830,2804.0,PointNet
108,6,13915,67.0,PointNet
109,1,13931,65.0,vgg19
110,8,13935,64.0,PointNet
111,1,13960,2442.0,vgg19
112,1,13995,160.0,vgg19
113,1,14020,2095.0,vgg19
114,12,14322,66.0,PointNet
115,8,14322,1812.0,PointNet
116,48,14323,461832.0,resnet50
117,8,14358,2009.0,PointNet
118,1,14466,1863.0,vgg19
119,1,14495,2887.0,vgg19
120,1,14520,2487.0,vgg19
121,6,14554,4024.0,BERT
122,6,14731,1033.0,PointNet
123,6,14731,1175.0,PointNet
124,8,14764,4506.0,DCGAN
125,1,14887,590.0,vgg19
126,16,15017,510.0,PointNet
127,12,15055,15178.0,DCGAN
128,16,15384,512.0,PointNet
129,8,15501,4132.0,DCGAN
130,8,15576,585.0,PointNet
131,1,15590,1105.0,vgg19
132,1,15703,956.0,vgg19
133,12,15733,93.0,PointNet
134,1,16039,879.0,vgg19
135,16,16064,207.0,PointNet
136,1,16140,64.0,vgg19
137,1,16251,864.0,vgg19
138,12,16251,1405.0,PointNet
139,1,16294,531.0,vgg19
140,1,16343,445.0,vgg19
141,6,16399,551.0,PointNet
142,12,16422,5470.0,GPT2
143,1,16440,2615.0,vgg19
144,6,16452,1275.0,PointNet
145,16,16454,2374.0,PointNet
146,12,16456,5746.0,DCGAN
147,1,16518,2536.0,vgg19
148,8,16732,2439.0,PointNet
149,8,16845,1751.0,PointNet
150,6,17301,2610.0,PointNet
151,1,17311,704.0,vgg19
152,8,17417,2428.0,PointNet
153,1,17428,416.0,vgg19
154,1,17511,1345.0,vgg19
155,12,17515,80.0,PointNet
156,1,17631,73.0,vgg19
157,8,17637,12730.0,DCGAN
158,1,17714,2057.0,vgg19
159,6,17948,5975.0,DCGAN
