job_id,num_gpus,submit_time,duration,model
0,1,115,153.0,vgg19
1,6,228,2841.0,PointNet
2,12,410,145.0,PointNet
3,16,424,1597.0,PointNet
4,8,480,110.0,PointNet
5,12,510,1478.0,PointNet
6,1,840,1503.0,vgg19
7,12,1215,1478.0,PointNet
8,12,1312,27234.0,DCGAN
9,6,1564,712.0,PointNet
10,1,1582,939.0,vgg19
11,16,1729,2004.0,PointNet
12,12,1932,1439.0,PointNet
13,16,2028,1483.0,PointNet
14,4,2090,182189.0,resnet50
15,4,2207,152315.0,resnet50
16,1,2232,2410.0,vgg19
17,1,2234,1481.0,vgg19
18,1,2363,2803.0,vgg19
19,8,2375,12724.0,DCGAN
20,16,2627,161.0,PointNet
21,1,2897,2206.0,vgg19
22,1,3157,1945.0,vgg19
23,6,3190,848.0,PointNet
24,8,3232,680.0,PointNet
25,16,3621,691.0,PointNet
26,8,3733,61.0,PointNet
27,12,3797,2070.0,PointNet
28,4,3967,31330.0,resnet50
29,6,4125,1465.0,PointNet
30,12,4260,1181.0,PointNet
31,1,4261,206.0,vgg19
32,4,4528,107225.0,resnet50
33,1,4596,191.0,vgg19
34,6,4608,1992.0,PointNet
35,16,4854,2168.0,PointNet
36,1,5227,2220.0,vgg19
37,6,5236,2653.0,PointNet
38,1,5263,1725.0,vgg19
39,12,5416,1950.0,PointNet
40,12,5482,186.0,PointNet
41,16,5561,606.0,PointNet
42,6,5585,3734.0,BERT
43,16,5856,7867.0,BERT
44,1,5946,2249.0,vgg19
45,1,6115,63.0,vgg19
46,8,6132,64.0,PointNet
47,1,6470,1648.0,vgg19
48,8,6732,60.0,PointNet
49,1,6821,76.0,vgg19
50,12,7331,257.0,PointNet
51,12,7332,60.0,PointNet
52,1,7504,143.0,vgg19
53,6,7623,969.0,PointNet
54,32,7839,613757.0,resnet50
55,16,8143,699.0,PointNet
56,1,8209,310.0,vgg19
57,1,8218,304.0,vgg19
58,12,8222,312.0,PointNet
59,16,8245,318.0,PointNet
60,1,8350,209.0,vgg19
61,8,8487,242.0,PointNet
62,1,8530,310.0,vgg19
63,1,8652,581.0,vgg19
64,1,9208,1238.0,vgg19
65,1,9274,1240.0,vgg19
66,12,9838,224.0,PointNet
67,12,10427,980.0,PointNet
68,12,10497,1136.0,PointNet
69,1,10612,2853.0,vgg19
70,1,10793,525.0,vgg19
71,8,10988,483.0,PointNet
72,1,11069,1036.0,vgg19
73,1,11096,2633.0,vgg19
74,12,11131,83.0,PointNet
75,1,11228,142.0,vgg19
76,4,11247,114119.0,resnet50
77,6,11515,82.0,PointNet
78,4,11556,14327.0,resnet50
79,6,11716,2399.0,PointNet
80,12,11747,2680.0,PointNet
81,1,11801,146.0,vgg19
82,12,11848,2885.0,PointNet
83,8,12132,60.0,PointNet
84,16,12525,2934.0,PointNet
85,1,12612,2402.0,vgg19
86,8,12894,5484.0,DCGAN
87,1,13241,2594.0,vgg19
88,1,13260,79.0,vgg19
89,1,13311,223.0,vgg19
90,1,13357,71.0,vgg19
91,6,13380,4035.0,DCGAN
92,12,13531,933.0,PointNet
93,1,13722,943.0,vgg19
94,4,13726,68657.0,resnet50
95,4,13827,1324.0,resnet50
96,6,13875,2845.0,PointNet
97,12,13915,64.0,PointNet
98,8,14027,1482.0,PointNet
99,1,14074,1404.0,vgg19
100,8,14130,772.0,PointNet
101,1,14187,2879.0,vgg19
102,4,14338,157729.0,resnet50
103,1,14403,1057.0,vgg19
104,8,14444,188.0,PointNet
105,1,14500,1634.0,vgg19
106,1,14514,61.0,vgg19
107,1,14590,1054.0,vgg19
108,16,14655,2784.0,PointNet
109,4,14764,43831.0,resnet50
110,6,14764,3671.0,BERT
111,4,14808,189477.0,resnet50
112,1,14834,1746.0,vgg19
113,1,14859,856.0,vgg19
114,6,14913,15445.0,GPT2
115,1,14942,614.0,vgg19
116,6,15041,9189.0,DCGAN
117,4,15062,75181.0,resnet50
118,6,15079,10546.0,DCGAN
119,1,15136,70.0,vgg19
120,12,15136,1855.0,PointNet
121,1,15263,854.0,vgg19
122,12,15294,191.0,PointNet
123,12,15413,297.0,PointNet
124,1,15479,215.0,vgg19
125,6,15586,1952.0,PointNet
126,1,15652,427.0,vgg19
127,1,15669,230.0,vgg19
128,12,15715,1856.0,PointNet
129,1,15732,60.0,vgg19
130,8,15977,656.0,PointNet
131,1,16071,216.0,vgg19
132,6,16152,1979.0,PointNet
133,8,16188,3717.0,DCGAN
134,8,16272,21917.0,DCGAN
135,4,16319,11910.0,resnet50
136,6,16333,64.0,PointNet
137,1,16344,67.0,vgg19
138,6,16372,2602.0,PointNet
139,8,16459,4346.0,GPT2
140,12,16500,502.0,PointNet
141,16,16516,2443.0,PointNet
142,1,16610,309.0,vgg19
143,12,16916,63.0,PointNet
144,1,16931,2470.0,vgg19
145,12,16933,67.0,PointNet
146,12,17013,311.0,PointNet
147,16,17065,2855.0,PointNet
148,1,17119,1101.0,vgg19
149,6,17168,10126.0,DCGAN
150,8,17201,5177.0,DCGAN
151,1,17225,203.0,vgg19
152,8,17253,17680.0,DCGAN
153,1,17326,2767.0,vgg19
154,1,17338,2508.0,vgg19
155,6,17426,3774.0,GPT2
156,16,17437,61.0,PointNet
157,1,17503,2567.0,vgg19
158,8,17516,485.0,PointNet
159,8,17875,181.0,PointNet
