job_id,num_gpus,submit_time,duration,model
0,16,395,1456.0,PointNet
1,32,1001,2912468.0,resnet50
2,1,1372,2704.0,vgg19
3,1,1461,66.0,vgg19
4,1,1468,2237.0,vgg19
5,1,1500,2117.0,vgg19
6,1,1536,1530.0,vgg19
7,12,1573,859.0,PointNet
8,1,1635,2096.0,vgg19
9,1,1658,2044.0,vgg19
10,1,1686,1180.0,vgg19
11,1,1690,864.0,vgg19
12,4,1698,2753.0,resnet50
13,12,1768,1123.0,PointNet
14,16,1793,631.0,PointNet
15,1,1804,1062.0,vgg19
16,1,1915,64.0,vgg19
17,12,1930,63.0,PointNet
18,16,1932,77.0,PointNet
19,8,1936,79.0,PointNet
20,8,2039,1466.0,PointNet
21,1,2040,1593.0,vgg19
22,12,2414,1494.0,PointNet
23,1,2430,1683.0,vgg19
24,16,2443,313.0,PointNet
25,6,2891,17981.0,GPT2
26,8,3006,2105.0,PointNet
27,1,3115,84.0,vgg19
28,6,3130,61.0,PointNet
29,8,3201,1932.0,PointNet
30,6,3235,4935.0,GPT2
31,48,3362,181179.0,resnet50
32,16,3658,630.0,PointNet
33,1,4294,250.0,vgg19
34,16,4307,765.0,PointNet
35,1,4332,69.0,vgg19
36,1,4349,860.0,vgg19
37,12,4372,423.0,PointNet
38,8,4501,536.0,PointNet
39,1,4658,1023.0,vgg19
40,8,4666,661.0,PointNet
41,12,4706,483.0,PointNet
42,8,4876,6373.0,DCGAN
43,1,4933,255.0,vgg19
44,1,5495,292.0,vgg19
45,16,5532,71.0,PointNet
46,4,5691,69145.0,resnet50
47,48,5775,473643.0,resnet50
48,1,6192,385.0,vgg19
49,8,6270,2321.0,PointNet
50,1,6527,999.0,vgg19
51,6,6572,906.0,PointNet
52,1,6767,830.0,vgg19
53,32,6801,112530.0,resnet50
54,1,6839,809.0,vgg19
55,1,6897,783.0,vgg19
56,1,7558,1506.0,vgg19
57,1,7891,344.0,vgg19
58,12,7932,72.0,PointNet
59,12,8317,1772.0,PointNet
60,1,8481,689.0,vgg19
61,1,8532,67.0,vgg19
62,8,8555,584.0,PointNet
63,1,8638,568.0,vgg19
64,4,8811,32331.0,resnet50
65,1,9132,70.0,vgg19
66,1,9184,307.0,vgg19
67,1,9225,563.0,vgg19
68,6,9287,5714.0,DCGAN
69,1,9364,1205.0,vgg19
70,16,9388,12846.0,GPT2
71,1,9715,69.0,vgg19
72,24,9722,147748.0,resnet50
73,4,9723,47851.0,resnet50
74,1,9732,90.0,vgg19
75,6,9732,76.0,PointNet
76,1,10436,3297.0,vgg19
77,1,10553,2719.0,vgg19
78,1,10555,1981.0,vgg19
79,4,10803,51476.0,resnet50
80,4,10920,103125.0,resnet50
81,16,10932,60.0,PointNet
82,6,10990,4367.0,DCGAN
83,8,11397,3712.0,BERT
84,1,11787,186.0,vgg19
85,16,11798,179.0,PointNet
86,8,11910,11382.0,DCGAN
87,1,11992,2805.0,vgg19
88,16,12096,2836.0,PointNet
89,8,12306,62.0,PointNet
90,6,12321,3994.0,DCGAN
91,16,12404,1014.0,PointNet
92,8,12501,2220.0,PointNet
93,1,12644,2282.0,vgg19
94,1,12683,599.0,vgg19
95,16,12714,71.0,PointNet
96,16,12733,69.0,PointNet
97,6,12787,2569.0,PointNet
98,16,12815,2393.0,PointNet
99,1,12967,2746.0,vgg19
100,12,13317,64.0,PointNet
101,1,13317,63.0,vgg19
102,16,13332,952.0,PointNet
103,4,13346,53768.0,resnet50
104,6,13363,874.0,PointNet
105,32,13368,132089.0,resnet50
106,6,13512,2707.0,PointNet
107,1,13637,290.0,vgg19
108,16,13770,295.0,PointNet
109,6,13925,156.0,PointNet
110,1,13943,132.0,vgg19
111,6,14078,173.0,PointNet
112,4,14159,55943.0,resnet50
113,8,14175,2528.0,PointNet
114,1,14186,2187.0,vgg19
115,6,14187,2879.0,PointNet
116,4,14224,81904.0,resnet50
117,1,14248,2372.0,vgg19
118,16,14253,2792.0,PointNet
119,1,14357,2109.0,vgg19
120,6,14399,10868.0,DCGAN
121,1,14441,1230.0,vgg19
122,12,14459,1065.0,PointNet
123,1,14514,63.0,vgg19
124,1,14516,2900.0,vgg19
125,1,14547,945.0,vgg19
126,6,14557,122.0,PointNet
127,1,14572,2041.0,vgg19
128,16,14619,3797.0,BERT
129,1,14688,1903.0,vgg19
130,1,14773,1370.0,vgg19
131,6,14882,2726.0,PointNet
132,1,15115,70.0,vgg19
133,16,15169,5540.0,GPT2
134,1,15250,194.0,vgg19
135,16,15330,1111.0,PointNet
136,16,15389,888.0,PointNet
137,1,15440,66.0,vgg19
138,12,15680,905.0,PointNet
139,8,15801,615.0,GPT2
140,8,15834,2053.0,PointNet
141,6,15863,12677.0,DCGAN
142,6,15881,224.0,PointNet
143,8,15918,223.0,PointNet
144,1,16215,502.0,vgg19
145,8,16266,2102.0,PointNet
146,8,16271,1903.0,PointNet
147,1,16326,2380.0,vgg19
148,1,16331,66.0,vgg19
149,1,16332,67.0,vgg19
150,8,16367,245.0,PointNet
151,1,16399,72.0,vgg19
152,16,16530,211.0,PointNet
153,12,16645,186.0,PointNet
154,16,16818,2172.0,BERT
155,6,16850,5591.0,DCGAN
156,12,17054,26411.0,DCGAN
157,1,17519,70.0,vgg19
158,1,17532,87.0,vgg19
159,1,17749,2647.0,vgg19
