job_id,num_gpus,submit_time,duration,model,batch_size
1,1,73,9447,alexnet,32
2,1,116,9971,shufflenet,32
3,1,680,1244,res18,32
4,2,1112,1942,res50,32
5,2,1200,5782,res18,32
6,1,1405,7527,res18,64
7,1,1584,3862,res50,32
8,2,1900,1418,transformer,128
9,1,2366,1767,res18,32
10,1,2395,2815,alexnet,32
11,8,2403,895,transformer,128
12,1,2944,1767,res50,64
13,2,3114,1942,transformer,64
14,1,3544,3164,alexnet,64
15,2,3544,8400,res18,128
16,1,3720,16604,res50,32
17,2,4103,15905,res18,64
18,2,4180,2989,res18,128
19,1,5051,2116,res18,32
20,2,5746,2291,res18,32
21,2,5755,4036,res18,32
22,1,5762,3513,alexnet,128
23,2,5995,4036,shufflenet,64
24,1,6834,1593,res50,128
25,1,6977,3338,res50,64
26,1,7050,6829,alexnet,128
27,2,7214,720,transformer,32
28,1,7222,3862,shufflenet,64
29,2,7297,1244,res18,32
30,2,7469,3687,alexnet,128
31,2,7674,4036,transformer,32
32,4,7753,4036,shufflenet,32
33,1,7831,4036,alexnet,32
34,2,7905,17651,shufflenet,64
35,1,8089,720,res18,128
36,4,8191,895,res50,128
37,2,8197,5782,alexnet,128
38,1,8742,8575,res50,32
39,1,8985,4211,res18,64
40,1,9293,5956,alexnet,128
41,4,9354,7702,res18,128
42,1,10823,8225,shufflenet,32
43,2,11412,1244,res18,128
44,1,11450,16778,res50,32
45,1,11571,14335,alexnet,128
46,1,11954,1069,shufflenet,64
47,1,12326,4211,shufflenet,128
48,1,13152,720,res50,32
49,1,13316,1418,res50,32
50,4,13847,1593,transformer,32
