job_id,num_gpus,submit_time,duration,model,batch_size
1,1,82,9447,res18,128
2,1,107,9971,res18,64
3,1,445,1244,res18,32
4,2,704,1942,alexnet,64
5,2,757,5782,alexnet,64
6,1,880,7527,res18,32
7,1,987,3862,res50,128
8,2,1176,1418,res50,32
9,1,1455,1767,shufflenet,128
10,1,1472,2815,res50,32
11,8,1477,895,transformer,64
12,1,1802,1767,res18,32
13,2,1904,1942,transformer,32
14,1,2162,3164,res18,128
15,2,2162,8400,alexnet,32
16,1,2268,16604,res50,128
17,2,2498,15905,res50,32
18,2,2544,2989,transformer,128
19,1,3066,2116,shufflenet,128
20,2,3483,2291,res18,32
21,2,3488,4036,transformer,64
22,1,3492,3513,alexnet,128
23,2,3632,4036,transformer,128
24,1,4135,1593,shufflenet,32
25,1,4221,3338,res18,32
26,1,4264,6829,alexnet,32
27,2,4362,720,transformer,64
28,1,4367,3862,res50,64
29,2,4412,1244,res50,128
30,2,4515,3687,shufflenet,128
31,2,4638,4036,res18,32
32,4,4685,4036,transformer,32
33,1,4732,4036,res18,64
34,2,4776,17651,res18,64
35,1,4886,720,res50,32
36,4,4947,895,res18,64
37,2,4950,5782,alexnet,128
38,1,5277,8575,res18,64
39,1,5423,4211,shufflenet,64
40,1,5608,5956,res50,128
41,4,5645,7702,transformer,32
42,1,6526,8225,res18,64
43,2,6879,1244,res18,32
44,1,6902,16778,res50,128
45,1,6974,14335,res50,64
46,1,7204,1069,res50,32
47,1,7427,4211,shufflenet,64
48,1,7923,720,res50,64
49,1,8021,1418,res18,64
50,4,8339,1593,res50,64
51,2,8538,1767,transformer,64
52,4,8603,12415,alexnet,64
53,2,8762,3338,shufflenet,128
54,8,9147,4909,transformer,64
55,2,9483,2291,alexnet,32
56,1,9609,5956,alexnet,128
57,2,9769,8749,transformer,64
58,4,9775,895,transformer,128
59,4,9825,895,transformer,64
60,1,10112,16255,res50,32
61,2,10208,5782,shufflenet,32
62,1,10242,1244,res18,128
63,2,10385,1767,transformer,128
64,1,10603,2640,alexnet,128
65,1,10805,3164,res18,128
66,1,10889,3862,alexnet,64
67,2,10993,8924,res18,32
68,4,11120,720,res18,64
69,1,11391,6655,res18,128
70,2,11523,1244,res50,128
71,1,11612,11542,shufflenet,64
72,1,11733,2465,res50,32
73,1,11738,2640,res50,64
74,2,11746,1418,transformer,128
75,2,11964,1767,transformer,32
76,1,12699,1418,res18,32
77,2,12860,3338,transformer,32
78,1,12950,1244,alexnet,32
79,2,12983,2815,shufflenet,32
80,1,13108,15731,res50,32
81,2,13831,2116,res18,128
82,4,14095,3164,res50,128
83,1,14234,6829,res50,32
84,8,14588,7702,transformer,32
85,1,14635,4735,shufflenet,64
86,1,14764,3338,res18,64
87,1,15312,6480,shufflenet,128
88,1,15467,3513,res50,128
89,1,15577,3687,shufflenet,64
90,1,15633,1593,res50,32
91,2,15775,2291,res50,64
92,1,16341,4735,shufflenet,64
93,1,16342,720,shufflenet,32
94,2,16617,1593,transformer,32
95,1,16926,4211,alexnet,128
96,4,17317,3687,transformer,64
97,2,17559,3862,alexnet,128
98,1,17857,4909,shufflenet,64
99,1,17988,1069,res50,32
100,1,18136,3513,res18,128
101,2,18235,1244,shufflenet,64
102,1,18245,1069,res50,32
103,1,18612,2465,res18,128
104,2,18763,2989,alexnet,64
105,4,18803,3513,transformer,32
106,1,18929,16255,shufflenet,64
107,1,19048,2291,res18,32
108,2,19127,4211,alexnet,32
109,1,19203,2465,res50,128
110,1,19342,3862,res18,32
111,4,19517,6131,transformer,32
112,1,19687,1069,res18,128
113,1,19797,1069,res50,128
114,1,19802,1244,res18,64
115,1,19848,1244,shufflenet,128
116,1,19883,3862,alexnet,128
117,1,20041,16953,res18,64
118,2,20396,3687,shufflenet,32
119,2,20684,3862,res50,64
120,1,20971,3164,res18,64
